Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Exam_Score,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Previous_Scores,Student_ID
24,86,8.09,9.22,No,6,59,3.8,Yes,1,3971.98,4.74,Public,Positive,3,No,High School,Moderate,Female,70,76028
28,88,7.08,4.67,No,8,79,4.3,Yes,0,5705.78,4.01,Public,Positive,3,No,High School,Far,Male,71,85711
14,83,4.95,3.48,Yes,7,90,6.9,Yes,0,4454.35,0.06,Public,Negative,3,No,College,Near,Female,65,55271
24,74,7.42,4.2,Yes,6,78,4.31,Yes,3,3983.8,8.24,Public,Positive,3,No,College,Near,Female,70,48457
26,83,1.93,2.15,No,7,70,8.23,No,2,4397.36,7.72,Public,Negative,4,Yes,High School,Moderate,Male,65,74909
9,74,5.63,9.35,No,7,66,1.43,Yes,1,8621.27,8.87,Private,Neutral,3,No,High School,Far,Female,62,76163
13,63,8.14,3.01,Yes,5,65,4.87,Yes,2,8143.75,6.37,Private,Neutral,2,No,High School,Far,Male,62,65540
8,100,7.05,4.62,Yes,8,92,6.06,Yes,1,5523.75,8.04,Public,Neutral,3,No,Postgraduate,Moderate,Female,70,11273
18,65,4.66,9.84,Yes,6,91,3.85,No,5,2449.89,5.77,Private,Neutral,3,No,College,Near,Male,66,80794
24,63,7.34,1.49,Yes,7,91,1.78,Yes,4,2094.48,6.77,Private,Positive,4,No,High School,Near,Female,67,21126
29,95,5.11,1.97,No,9,64,6.01,Yes,1,6501.82,7.24,Public,Positive,3,No,High School,Near,Female,72,90229
20,72,8.99,2.94,Yes,7,90,1.04,Yes,0,4481.38,7.13,Private,Negative,3,No,Postgraduate,Near,Female,66,10806
30,86,4.5,2.26,Yes,8,52,4.28,Yes,2,4953.12,4.13,Public,Negative,2,Yes,College,Moderate,Female,68,20512
12,73,8.3,3.75,No,5,60,5.9,Yes,1,2645.55,5.46,Public,Negative,4,No,High School,Moderate,Male,62,28647
10,76,1.38,3.97,Yes,8,76,6.15,Yes,2,7053.03,9.28,Private,Positive,3,Yes,Postgraduate,Moderate,Male,64,91186
20,70,5.56,3.43,No,8,70,5.26,Yes,0,4147.44,4.88,Public,Neutral,5,No,Postgraduate,Near,Female,65,71615
22,74,4.53,2.1,Yes,6,56,2.55,Yes,4,5368.42,7.91,Public,Negative,3,No,Postgraduate,Moderate,Male,66,82596
20,76,4.81,1.58,No,7,52,3.13,Yes,2,2245.6,8.68,Private,Neutral,3,No,High School,Near,Female,64,53253
8,89,5.12,7.92,Yes,7,81,1.89,Yes,4,3206.56,6.79,Public,Neutral,3,No,College,Near,Male,67,62123
19,80,8.08,4.71,Yes,7,66,2.18,Yes,4,6616.79,5.4,Public,Negative,4,No,College,Near,Female,69,68014
12,98,7.75,4.84,Yes,8,51,5.24,Yes,0,5021.02,1.9,Public,Positive,5,No,Postgraduate,Moderate,Male,68,57516
24,62,4.12,4.59,No,6,72,7.06,Yes,2,3418.29,1.91,Public,Neutral,4,No,High School,Near,Male,64,54627
22,80,7.5,3.52,Yes,7,65,5.6,Yes,2,8975.53,6.65,Private,Neutral,2,No,High School,Moderate,Female,68,22633
14,83,1.55,2.52,Yes,9,79,3.44,Yes,1,6191.71,3.5,Public,Positive,3,No,High School,Near,Male,64,25457
17,97,4.14,9.61,No,9,96,8.41,Yes,0,9909.32,6.19,Public,Negative,1,No,Postgraduate,Near,Male,71,73107
14,62,7.69,9.06,Yes,8,65,0.2,Yes,3,1977.32,5.57,Public,Negative,2,No,High School,Far,Male,61,37550
20,83,2.61,4.36,No,7,100,5.8,Yes,4,3961.34,4.88,Public,Negative,3,No,College,Near,Male,68,41742
26,94,8.78,3.3,Yes,10,54,1.84,Yes,2,7886.69,6.77,Public,Neutral,5,No,,Near,Male,73,54202
14,70,7.67,4.97,Yes,9,54,3.25,No,3,6583.16,5.21,Public,Positive,1,No,College,Near,Male,64,23930
23,95,4.34,4.35,Yes,7,86,5.97,Yes,3,1366.84,6.48,Public,Positive,4,Yes,Postgraduate,Far,Male,72,67277
17,61,5.35,3.82,Yes,7,87,9.66,Yes,5,4025.66,6.75,Public,Neutral,3,No,High School,Near,Male,65,49333
15,89,4.46,4.25,Yes,6,71,6.61,Yes,1,6398.03,7.18,Public,Positive,4,No,High School,Near,Female,68,71425
19,97,8.82,2.08,Yes,8,64,6.02,Yes,2,1574.64,7.85,Public,Positive,3,No,High School,Near,Male,71,86057
14,86,5.21,2.21,Yes,8,90,5.75,No,3,6835.73,0.0,Public,Negative,3,Yes,Postgraduate,Near,Male,65,43213
17,78,4.82,4.74,No,8,98,2.71,Yes,2,4382.53,4.52,Private,Positive,2,No,High School,Near,Male,66,87662
13,62,1.24,7.34,No,7,99,5.08,Yes,4,6732.18,3.1,Public,Positive,1,No,Postgraduate,Moderate,Female,63,45887
32,97,5.19,7.0,No,5,82,5.37,Yes,1,6675.37,6.85,Public,Neutral,3,No,High School,Moderate,Male,74,68315
20,79,8.84,2.16,Yes,7,87,0.05,No,2,6233.46,7.89,Private,Neutral,4,Yes,High School,Near,Female,66,61200
16,61,5.35,1.01,No,8,91,7.8,Yes,2,4446.78,7.08,Public,Neutral,3,No,College,Moderate,Male,63,15386
21,88,7.36,4.94,Yes,6,90,8.87,Yes,2,8603.96,6.7,Private,Neutral,4,No,High School,Moderate,Male,72,51841
19,79,4.64,7.9,No,7,100,2.01,Yes,1,7581.01,7.84,Public,Positive,2,No,College,Far,Female,69,80679
19,65,5.69,8.85,Yes,9,91,4.58,Yes,1,4647.04,9.05,Public,Positive,4,No,College,Near,Male,67,67832
24,69,2.83,7.34,No,5,83,0.39,Yes,3,1260.44,5.74,Private,Neutral,3,No,High School,Near,Male,66,61615
25,63,8.68,4.16,No,7,69,5.7,Yes,0,3041.55,9.56,Private,Negative,5,No,High School,Moderate,Female,64,41223
17,83,1.8,4.44,No,9,80,5.44,Yes,4,5311.44,9.9,Public,Negative,2,No,College,Near,Female,67,16241
17,85,5.93,2.66,No,7,94,7.43,Yes,4,3100.48,4.21,Public,Positive,3,No,College,Near,Female,69,33372
18,80,4.68,2.78,Yes,6,65,6.43,Yes,2,4577.42,8.81,Public,Negative,2,No,College,,Female,65,49542
6,93,4.86,3.34,No,7,52,9.93,Yes,0,4491.39,6.96,Public,Neutral,2,No,College,Near,Female,64,37270
11,94,4.08,2.81,Yes,8,66,9.1,No,1,7070.5,0.32,Public,Neutral,4,No,High School,Near,Female,65,15372
28,85,4.65,8.37,Yes,7,98,4.34,Yes,2,3715.08,9.18,Private,Positive,1,Yes,High School,Near,Male,72,40204
30,61,1.21,9.58,Yes,8,90,3.74,Yes,2,3951.83,9.83,Public,Negative,2,No,High School,Moderate,Female,66,35160
19,88,4.56,1.79,No,7,59,4.85,Yes,2,4119.11,5.67,Public,Neutral,3,No,College,Near,Female,66,61124
23,77,8.86,7.68,Yes,7,51,4.07,Yes,1,4107.83,3.17,Private,Positive,3,No,College,Moderate,Male,67,29368
22,83,5.18,4.09,Yes,8,83,9.19,Yes,1,7018.31,6.18,Private,Negative,3,Yes,Postgraduate,Moderate,Male,69,23916
38,86,1.24,8.91,Yes,7,79,1.01,Yes,3,2370.02,5.46,Public,Negative,3,No,High School,Near,Male,73,77968
27,74,4.68,9.38,No,6,54,3.37,Yes,3,6476.56,4.89,Public,Neutral,3,No,College,Near,Female,69,96378
19,97,4.92,2.65,No,8,98,3.1,Yes,1,4990.77,6.73,Private,Neutral,4,Yes,High School,Near,Male,68,54735
14,65,1.34,3.9,Yes,7,81,3.03,Yes,1,1827.78,6.84,Public,Positive,3,No,High School,Moderate,Female,61,21097
10,87,4.7,2.88,Yes,6,83,5.32,No,0,3634.92,5.14,Public,Positive,4,No,High School,Near,Male,63,41475
21,60,5.52,9.52,Yes,8,93,1.44,Yes,0,3316.17,5.12,Public,Positive,2,No,High School,Far,Female,63,45018
15,97,2.9,3.12,Yes,9,67,5.72,Yes,1,1754.21,7.37,Public,Neutral,2,No,College,Near,Male,68,75808
11,65,5.41,7.9,No,7,78,3.03,Yes,2,4595.23,5.88,Public,Neutral,3,No,Postgraduate,Near,Female,63,78757
16,64,8.92,4.15,Yes,7,79,6.16,Yes,3,4774.33,6.06,Private,Positive,4,Yes,Postgraduate,Near,Female,66,24346
14,73,7.45,3.91,Yes,5,98,6.64,Yes,2,2899.89,5.36,Public,Negative,4,No,High School,Moderate,Female,65,21503
30,75,8.72,9.15,No,7,57,9.47,Yes,0,4104.93,5.93,Public,Neutral,1,Yes,College,Near,Female,68,26804
25,69,5.93,4.36,Yes,7,88,7.07,Yes,0,4506.81,5.88,Public,Negative,4,No,College,Near,Female,66,26121
20,83,2.01,2.43,No,7,79,0.22,No,2,6259.02,4.56,Public,Positive,5,No,Postgraduate,Moderate,Male,66,51348
29,78,8.04,3.89,No,6,92,5.42,Yes,2,4223.88,6.94,Private,Negative,4,No,High School,Near,Male,70,42060
20,61,1.24,1.15,Yes,8,92,3.86,Yes,0,5825.75,4.62,Public,Negative,2,No,High School,Near,Female,61,66929
15,73,5.72,2.13,Yes,7,51,4.96,Yes,2,4732.1,8.91,Private,Negative,3,No,High School,Moderate,Male,61,15357
29,92,4.35,4.19,Yes,10,63,8.81,Yes,1,3367.15,9.78,Private,Negative,4,No,High School,Moderate,Male,71,54261
23,88,1.2,3.48,Yes,7,59,4.26,Yes,1,5722.42,6.38,Public,Negative,2,No,High School,Near,Male,67,17951
14,89,7.21,9.66,Yes,4,73,3.7,Yes,2,5703.05,9.7,Public,Negative,3,No,College,Near,Male,70,42332
19,88,7.98,3.33,No,5,95,3.2,Yes,2,3484.26,4.63,Private,Negative,4,No,College,Moderate,Male,69,56349
15,72,8.42,9.58,No,8,50,5.61,Yes,2,6052.58,5.79,Public,Neutral,4,No,High School,Near,Female,65,81044
12,64,8.36,1.15,Yes,6,74,9.35,Yes,0,6204.64,5.16,Public,Positive,2,No,High School,Moderate,Male,61,93828
26,71,4.18,2.13,No,6,94,0.12,Yes,3,3249.12,4.97,Public,Positive,4,No,Postgraduate,Near,Male,68,46525
31,93,8.69,2.24,Yes,5,96,6.08,Yes,2,3880.83,5.53,Public,Positive,2,No,High School,Near,Male,74,16128
12,99,4.08,4.81,No,6,83,2.9,Yes,1,4488.22,6.23,Public,Negative,3,No,High School,Near,Female,67,97584
23,80,4.09,4.31,Yes,7,91,0.23,Yes,5,9953.76,4.26,Public,Negative,1,No,High School,Near,Female,70,69984
16,60,2.8,3.45,Yes,8,66,2.3,Yes,1,8887.71,9.61,Private,Neutral,2,Yes,High School,Moderate,Female,59,17349
17,66,7.0,8.43,No,5,64,0.33,Yes,0,4923.18,7.17,Private,Neutral,2,No,College,Near,Male,64,86693
16,73,7.33,3.7,Yes,8,52,5.95,Yes,2,4307.7,7.05,Public,Positive,4,No,College,Near,Female,66,92314
15,83,2.93,2.94,Yes,5,75,3.24,Yes,1,6536.97,4.37,Public,Neutral,3,No,High School,Far,Female,63,18940
20,63,1.14,2.47,Yes,8,73,1.88,Yes,0,7488.02,4.18,Public,Neutral,3,No,College,Near,Female,61,17070
15,98,1.51,8.4,Yes,8,69,2.51,Yes,2,3510.07,5.49,Public,Neutral,4,No,High School,Moderate,Female,68,19995
22,75,4.87,4.48,No,6,56,2.58,Yes,3,4782.58,5.95,Private,Positive,3,No,High School,Far,Male,65,10002
20,97,5.37,8.33,No,5,62,4.82,Yes,1,6409.49,6.15,Private,Neutral,4,No,High School,Far,Male,69,49277
19,91,8.41,2.53,Yes,8,60,4.13,Yes,2,3502.98,6.64,Private,Neutral,4,No,High School,Moderate,Male,68,42581
15,90,4.23,2.6,Yes,6,97,1.09,Yes,2,8410.0,9.12,Public,Positive,2,No,High School,Near,Male,69,42103
17,84,4.96,2.83,Yes,7,98,9.42,Yes,1,4383.81,9.66,Public,Neutral,2,No,College,Far,Female,67,84445
25,85,7.39,7.18,No,8,50,7.12,Yes,1,7112.82,6.24,Public,Neutral,1,No,College,Moderate,Female,70,10040
23,86,5.89,4.17,Yes,8,59,2.69,Yes,1,1087.72,5.67,Public,Neutral,3,No,Postgraduate,Moderate,Female,68,93864
14,85,4.96,3.56,No,6,94,1.13,Yes,0,7666.16,6.65,Public,Positive,4,No,College,Near,Male,67,78695
21,82,8.14,3.78,No,7,52,5.81,Yes,4,4119.49,5.93,Public,Neutral,3,No,High School,Far,Male,67,93028
25,99,7.76,3.08,Yes,6,97,8.7,Yes,0,6983.41,4.04,Public,Positive,3,No,College,Moderate,Male,75,59959
10,89,1.05,2.28,Yes,8,69,0.32,Yes,3,3585.2,6.28,Public,Negative,4,No,College,Moderate,Male,63,50426
23,91,1.66,3.14,No,9,77,9.59,Yes,1,2504.02,5.79,Public,Positive,5,No,High School,Near,Male,70,76409
16,95,4.21,2.38,Yes,6,88,2.1,Yes,2,8800.81,9.07,Public,Positive,4,No,High School,Near,Female,70,89785
23,69,5.95,7.65,Yes,7,62,3.13,Yes,1,5612.18,6.76,Public,Neutral,4,Yes,High School,Far,Male,64,56903
15,63,5.81,1.23,No,8,55,2.45,Yes,0,5130.28,3.37,Public,Neutral,3,No,College,Near,Female,59,21248
9,79,4.01,2.29,No,7,90,7.85,Yes,1,9099.98,1.6,Public,Neutral,3,No,High School,Near,Male,63,92734
10,81,8.21,3.07,Yes,8,99,6.47,No,2,5975.67,4.94,Public,Positive,4,No,Postgraduate,Moderate,Female,67,17914
20,93,1.98,7.98,Yes,7,83,3.66,Yes,0,5301.97,6.67,Private,Negative,2,Yes,High School,Near,Male,68,34199
22,78,4.58,3.41,Yes,5,91,0.18,Yes,0,6706.57,9.53,Private,Negative,3,No,Postgraduate,Near,Male,68,96199
15,83,4.21,3.36,No,7,97,3.73,Yes,2,1534.34,8.68,Private,Neutral,2,No,High School,Near,Female,97,40149
24,81,5.61,1.74,No,9,61,5.46,Yes,1,1385.56,0.66,Public,Positive,4,No,College,Near,Female,66,11465
10,62,5.46,1.69,No,7,68,8.97,Yes,3,5829.98,5.22,Public,Neutral,3,No,Postgraduate,Near,Male,61,30560
20,85,7.46,3.85,No,9,61,9.2,Yes,2,9125.57,4.93,Public,Positive,3,No,College,Near,Male,70,24537
13,93,2.07,2.02,Yes,4,53,9.31,Yes,1,5721.24,1.62,Public,Positive,1,No,Postgraduate,Near,Male,65,84030
16,66,1.58,4.02,Yes,8,87,7.18,Yes,3,6805.56,6.88,Public,Positive,2,No,High School,Moderate,Female,64,72695
20,84,4.32,7.92,Yes,6,57,7.58,Yes,2,5229.25,6.07,Public,Positive,4,No,High School,Far,Female,69,44008
15,84,4.58,7.4,No,6,55,2.75,Yes,1,5952.26,4.16,Private,Negative,2,No,High School,Near,Male,64,14115
18,67,1.35,2.76,Yes,9,68,1.97,Yes,2,1311.75,9.99,Private,Negative,2,No,Postgraduate,Near,Male,61,65402
26,65,2.21,3.52,No,7,53,2.35,Yes,3,9701.39,5.68,Public,Positive,2,No,High School,Near,Female,64,29848
17,99,4.71,8.28,No,6,59,4.8,Yes,0,4797.45,4.65,Public,Neutral,3,No,High School,Moderate,Male,68,92472
25,76,4.34,8.91,No,8,53,7.61,Yes,1,8932.33,7.21,Public,Positive,3,Yes,High School,Far,Female,67,51283
13,69,7.34,1.7,No,4,94,5.19,Yes,3,3521.64,0.2,Public,Positive,3,Yes,High School,Near,Male,62,59725
23,67,5.47,3.06,Yes,9,89,6.55,Yes,2,1484.95,9.55,Public,Neutral,2,No,High School,Near,Female,66,28084
29,87,5.41,7.07,Yes,10,93,8.58,Yes,1,1564.81,5.19,Public,Neutral,4,No,High School,Moderate,Male,72,34697
5,84,4.47,4.86,Yes,8,93,9.85,Yes,4,8973.0,7.17,Public,Positive,3,No,College,Moderate,Male,68,34171
15,86,5.8,8.81,Yes,8,97,5.75,Yes,4,8388.28,5.92,Public,Positive,3,No,High School,Near,Male,71,58877
23,64,6.0,3.86,Yes,7,59,9.39,Yes,3,5434.57,4.26,Public,Positive,2,No,High School,Moderate,Female,65,72809
19,96,4.66,1.4,Yes,5,95,2.54,No,2,5309.3,2.66,Private,Neutral,3,No,High School,Moderate,Female,68,75959
22,76,4.7,2.21,No,9,76,5.18,Yes,2,4576.79,9.12,Public,Neutral,5,No,High School,Far,Female,65,99941
16,73,8.28,2.45,Yes,8,58,4.09,Yes,1,6642.13,4.53,Public,Neutral,4,No,High School,Near,Female,64,35066
21,78,4.57,2.26,No,8,83,4.94,Yes,2,4232.74,6.52,Public,Positive,4,Yes,High School,Far,Male,65,35899
19,76,7.9,9.82,Yes,8,66,1.95,Yes,0,2054.61,9.89,Private,Negative,4,Yes,High School,Near,Male,65,78615
27,95,8.04,3.2,No,7,52,9.7,Yes,3,6158.67,9.0,Private,Negative,3,No,College,Moderate,Female,73,58526
22,97,4.34,8.6,Yes,6,54,4.25,Yes,1,3006.14,8.72,Public,Positive,3,No,Postgraduate,Near,Male,72,55007
22,72,2.0,4.51,Yes,10,71,6.01,Yes,1,4578.22,6.82,Private,Negative,1,No,College,Near,Male,64,29638
18,95,5.89,3.51,Yes,7,91,2.29,Yes,0,4058.71,4.75,Public,Positive,4,Yes,Postgraduate,Moderate,Male,69,35810
17,91,5.49,3.84,No,6,66,7.39,Yes,1,9126.94,5.42,Private,Positive,3,No,High School,Near,Male,69,83710
17,97,5.07,7.81,Yes,9,88,4.85,No,0,5085.75,6.52,Public,Positive,2,No,High School,Near,Male,70,49582
22,70,1.25,3.27,No,7,53,2.25,Yes,1,2046.63,4.12,Public,Positive,3,No,High School,Near,Female,83,58234
17,83,8.55,4.09,No,7,70,1.53,Yes,3,3177.28,6.55,Private,Neutral,5,No,Postgraduate,Near,Female,68,34024
22,71,2.36,9.78,Yes,9,56,9.59,Yes,1,4010.44,7.81,Public,Neutral,3,Yes,College,Near,Female,84,50628
32,93,4.34,4.71,Yes,8,93,9.5,Yes,1,4806.17,9.2,Public,Negative,3,No,Postgraduate,Far,Female,75,81892
25,60,1.77,7.85,No,8,98,6.97,Yes,1,4349.69,6.74,Public,Neutral,5,No,Postgraduate,Near,Female,67,50634
18,83,5.25,9.27,Yes,5,66,3.21,Yes,0,7816.01,4.36,Private,Positive,4,No,Postgraduate,Near,Male,69,51227
27,74,7.05,3.42,No,8,99,8.82,No,3,4368.08,6.08,Public,Positive,4,No,High School,Near,Male,71,84591
18,73,4.69,2.13,Yes,5,88,4.47,Yes,1,5948.12,5.78,Public,Positive,5,No,College,Near,Female,66,31944
8,86,4.02,8.54,No,6,50,9.64,Yes,1,4855.3,4.75,Public,Positive,2,No,College,Near,Male,65,74829
14,94,7.07,3.67,No,7,74,5.42,Yes,1,8079.67,4.1,Private,Positive,5,No,College,Near,Male,70,55405
9,84,7.38,1.65,No,7,92,9.98,Yes,1,4989.47,9.69,Public,Negative,4,No,Postgraduate,Near,Male,66,61795
18,94,7.36,4.9,Yes,8,77,6.99,Yes,3,5171.72,9.14,Public,Positive,4,No,Postgraduate,Near,Male,74,60391
20,71,8.58,4.02,No,8,77,4.39,Yes,0,7769.0,0.0,Private,Neutral,4,No,High School,Moderate,Male,66,84979
30,81,4.04,9.66,No,8,72,2.22,Yes,0,3174.89,6.03,Public,Neutral,2,No,High School,Moderate,Male,68,53475
22,78,5.21,8.64,Yes,5,70,6.79,Yes,2,3976.46,5.12,Public,Positive,1,No,College,Near,Male,68,98724
19,60,5.57,8.31,No,10,51,4.76,Yes,0,6923.41,6.32,Public,Positive,3,Yes,College,Near,Female,62,29040
25,82,5.72,9.64,Yes,7,81,3.98,Yes,2,6645.74,5.56,Private,Neutral,2,No,Postgraduate,Moderate,Male,71,44632
7,86,5.7,1.58,No,9,88,6.54,Yes,2,4696.79,4.01,Public,Negative,2,No,College,Near,Female,63,53263
21,84,7.56,7.63,No,4,90,3.36,Yes,2,6429.19,2.06,Public,Neutral,3,No,High School,Far,Male,69,32973
25,89,4.55,4.08,Yes,7,81,9.77,Yes,3,5835.98,4.36,Public,Negative,0,No,College,Near,Male,71,10656
11,83,8.3,2.15,Yes,5,67,6.28,Yes,1,5812.17,4.31,Public,Positive,2,No,Postgraduate,Near,Male,66,87249
27,63,5.89,9.57,No,6,51,1.29,Yes,0,1606.96,5.1,Public,Positive,2,No,Postgraduate,Moderate,Male,64,47655
22,65,5.54,3.06,Yes,7,95,0.33,Yes,3,3897.89,5.7,Public,Positive,2,No,High School,Moderate,Female,65,49259
18,84,4.09,9.04,No,6,71,6.82,Yes,4,5109.86,2.33,Public,Positive,2,No,High School,Near,Female,69,82452
24,71,5.28,2.93,No,9,80,4.32,Yes,2,5312.07,8.09,Private,Positive,3,No,High School,Near,Female,66,50568
34,63,4.79,9.28,Yes,10,60,1.43,Yes,1,6292.06,5.48,Public,Negative,4,No,High School,Near,Female,67,44636
21,77,4.78,2.2,Yes,6,57,4.71,Yes,4,4517.94,6.72,Public,Negative,5,No,High School,Far,Male,65,68486
21,82,1.59,2.63,Yes,6,54,9.72,Yes,3,2940.13,6.61,Public,Negative,2,No,College,Moderate,Male,65,29815
17,73,7.64,3.11,No,5,90,8.48,Yes,1,4433.38,5.52,Private,Positive,4,No,High School,Near,Male,67,52479
15,89,2.98,3.57,Yes,9,82,1.64,Yes,1,5749.69,6.6,Public,Neutral,3,No,College,Near,Male,66,90326
25,86,4.91,3.96,Yes,7,81,2.98,Yes,1,8416.58,2.27,Public,Positive,1,No,High School,Near,Male,69,48672
15,73,5.88,8.1,No,7,96,1.99,Yes,1,4644.49,4.97,Public,Negative,2,No,College,,Male,64,28973
20,90,4.29,3.62,Yes,7,58,9.2,Yes,1,7147.48,8.6,Private,Neutral,4,No,High School,Near,Male,70,12725
17,86,8.85,4.18,Yes,7,59,2.1,Yes,3,4778.66,6.84,Public,Positive,3,No,Postgraduate,Moderate,Male,68,75016
23,85,7.9,1.99,Yes,6,59,1.3,Yes,1,4677.32,6.07,Public,Negative,1,No,,Near,Male,68,82858
22,82,7.33,3.06,Yes,7,71,0.36,Yes,1,7158.57,0.0,Private,Positive,3,No,High School,Near,Female,69,60514
26,60,5.59,4.59,Yes,7,94,7.35,Yes,3,7043.15,4.23,Public,Positive,2,No,High School,Moderate,Female,68,22530
17,88,5.35,3.45,Yes,8,94,3.62,Yes,5,5066.06,6.83,Public,Neutral,2,Yes,College,Near,Female,70,98472
18,75,7.4,3.99,Yes,5,80,3.27,Yes,2,2151.6,7.54,Public,Neutral,3,No,High School,Near,Female,67,65072
14,98,7.57,9.0,Yes,7,83,6.74,No,3,3627.25,6.66,Public,Positive,3,No,College,Near,Male,72,11735
17,93,7.56,2.21,No,6,95,6.05,Yes,1,1036.45,4.63,Public,Neutral,4,No,High School,Near,Male,69,65517
22,84,7.66,4.47,No,7,81,3.59,Yes,1,6013.3,1.36,Private,Positive,3,No,High School,Moderate,Male,69,96677
25,70,2.62,3.92,Yes,8,61,2.5,No,3,3191.67,6.3,Public,Positive,4,No,College,Moderate,Female,64,38586
14,68,1.01,3.84,Yes,6,85,3.04,Yes,2,6426.07,5.62,Public,Neutral,3,No,High School,Near,Female,63,59475
25,74,8.58,7.62,Yes,9,88,3.96,Yes,3,5149.26,9.32,Public,Neutral,3,Yes,High School,Near,Male,70,22540
28,79,7.0,3.74,Yes,4,82,6.26,Yes,0,6414.65,4.7,Private,Positive,3,No,High School,Near,Male,70,34805
22,72,7.4,3.49,Yes,9,64,1.06,Yes,1,6993.03,4.68,Public,Negative,2,No,College,Near,Female,66,93783
31,81,4.75,4.8,No,9,70,1.93,Yes,1,3288.36,4.38,Public,Neutral,4,No,Postgraduate,Near,Female,70,95936
15,67,5.45,9.66,Yes,6,74,7.41,Yes,0,9462.08,6.17,Public,Positive,2,No,Postgraduate,Near,Female,66,53891
13,99,5.25,4.38,Yes,6,57,4.1,Yes,1,1836.67,4.73,Public,Negative,5,No,College,Near,Male,68,81594
9,64,4.61,4.6,No,5,73,4.05,Yes,1,5752.08,4.76,Public,Positive,4,No,College,Near,Male,61,20067
29,97,4.78,4.29,No,8,58,6.19,Yes,1,8635.96,6.73,Private,Negative,4,No,College,Moderate,Female,72,75369
24,97,7.76,2.08,No,7,75,1.43,Yes,1,6674.95,4.64,Public,Negative,2,No,High School,Moderate,Female,69,47062
20,81,4.31,2.71,Yes,6,53,1.28,Yes,0,5150.7,0.41,Public,Neutral,4,No,,Far,Female,63,85414
22,89,4.72,7.83,Yes,5,97,6.27,Yes,2,4159.49,5.45,Private,Neutral,5,No,High School,Near,Male,72,61509
13,77,4.89,4.78,Yes,10,62,6.18,Yes,1,8409.87,5.58,Private,Neutral,4,No,College,Moderate,Male,65,19395
35,85,4.5,7.82,Yes,6,73,9.28,Yes,1,9842.17,6.9,Public,Negative,5,No,High School,Moderate,Female,74,69849
21,74,5.97,2.12,Yes,7,52,0.98,Yes,1,8055.38,6.61,Public,Negative,4,No,High School,Far,Male,62,67059
21,72,7.32,3.77,No,7,60,0.55,Yes,0,4531.56,5.22,Private,Neutral,4,No,Postgraduate,Near,Male,65,72586
24,83,1.55,8.43,No,6,85,1.43,Yes,1,4700.68,7.84,Public,Neutral,4,No,High School,Moderate,Female,68,30065
23,80,5.52,1.54,Yes,6,56,5.71,Yes,3,5904.3,5.92,Public,Positive,2,Yes,,Near,Male,66,24298
21,83,7.03,4.23,Yes,6,81,0.95,Yes,3,8876.1,6.23,Public,Negative,4,No,Postgraduate,Moderate,Male,71,64930
15,71,4.07,9.56,No,8,50,2.34,Yes,1,6021.77,4.37,Public,Neutral,2,Yes,Postgraduate,Near,Female,62,14610
23,75,2.06,9.62,Yes,6,73,1.5,Yes,1,3341.65,6.75,Public,Positive,2,No,High School,Moderate,Female,65,67518
31,63,4.71,7.95,No,9,86,2.62,Yes,0,8352.32,6.82,Public,Neutral,3,No,Postgraduate,Moderate,Male,68,29103
28,62,5.12,8.84,No,6,96,6.78,Yes,4,4287.56,9.66,Public,Positive,3,No,High School,Near,Male,70,62218
30,70,1.87,3.36,No,8,75,6.17,Yes,1,5661.45,0.0,Private,Positive,2,No,High School,Near,Female,67,49558
17,63,4.58,4.03,No,4,92,6.1,Yes,2,3856.52,6.07,Public,Negative,4,No,High School,Near,Female,63,32478
14,64,7.28,7.96,Yes,6,90,1.64,Yes,0,3095.51,7.63,Private,Negative,2,No,High School,Near,Female,63,75871
19,93,4.67,9.19,No,6,65,6.18,Yes,0,4479.0,8.2,Public,Neutral,3,No,High School,Near,Male,69,47248
20,62,2.79,4.69,Yes,5,94,8.05,Yes,3,6267.7,4.95,Public,Neutral,3,No,Postgraduate,Near,Male,66,85234
27,86,4.36,3.9,Yes,7,82,0.68,Yes,2,1353.87,5.73,Public,Positive,3,No,High School,Moderate,Female,70,54440
10,71,6.0,4.89,Yes,7,55,7.12,Yes,2,4855.72,9.35,Public,Positive,3,No,College,Near,Female,63,57652
29,95,1.08,3.22,Yes,4,97,3.7,Yes,0,4509.12,5.0,Private,Positive,4,Yes,College,Moderate,Female,72,92874
19,79,7.79,4.72,Yes,10,59,0.89,Yes,1,5769.52,6.8,Public,Neutral,3,Yes,College,Moderate,Male,65,48625
17,72,4.99,9.91,Yes,7,74,1.32,Yes,2,9291.14,6.44,Public,Positive,4,No,Postgraduate,Far,Male,67,47960
14,81,4.21,3.34,Yes,7,73,1.73,No,1,8094.91,5.98,Private,Positive,3,Yes,High School,Moderate,Male,63,32507
10,75,7.57,4.41,No,9,81,5.3,Yes,3,3090.71,9.31,Public,Negative,5,No,High School,Near,Female,65,67673
25,83,5.07,4.44,Yes,8,83,5.49,Yes,2,3299.28,5.89,Public,Neutral,1,Yes,High School,Moderate,Female,67,41307
